##
#
"461574144","461578239","JP","JPN","Japan"
"461578240","461586431","MY","MYS","Malaysia"
"461586432","461602815","AU","AUS","Australia"
"461602816","461619199","TH","THA","Thailand"
"461619200","461623295","JP","JPN","Japan"
"461623296","461625343","IN","IND","India"
"461625344","461626367","AU","AUS","Australia"
"461626368","461627391","CN","CHN","China"
"461627392","461633535","JP","JPN","Japan"
"461633536","461635583","ID","IDN","Indonesia"
"461635584","462422015","JP","JPN","Japan"
"462422016","462487551","CN","CHN","China"
"462487552","462553087","TH","THA","Thailand"
"462553088","462618623","MY","MYS","Malaysia"
"462618624","462635007","TW","TWN","Taiwan; Republic of China (ROC)"
"462635008","462651391","JP","JPN","Japan"
"462651392","462684159","BD","BGD","Bangladesh"
"462684160","463470591","CN","CHN","China"
"463470592","465043455","KR","KOR","Korea Republic of"
"465043456","467927039","CN","CHN","China"
"467927040","468189183","JP","JPN","Japan"
"468189184","468713471","KR","KOR","Korea Republic of"
"468713472","469237759","TW","TWN","Taiwan; Republic of China (ROC)"
"469237760","469499903","IN","IND","India"
"469499904","469565439","NZ","NZL","New Zealand"
"469565440","469598207","AU","AUS","Australia"
"469598208","469630975","JP","JPN","Japan"
"469630976","469696511","TH","THA","Thailand"
"469696512","469712895","PK","PAK","Pakistan"
"469712896","469729279","KR","KOR","Korea Republic of"
"469729280","469762047","IN","IND","India"
"469762048","520093695","US","USA","United States"
"520093696","520257535","PL","POL","Poland"
"520257536","520290303","RO","ROM","Romania"
"520290304","520292351","TR","TUR","Turkey"
"520292352","520294399","NL","NLD","Netherlands"
"520294400","520296447","RU","RUS","Russian Federation"
"520296448","520298495","UA","UKR","Ukraine"
"520298496","520306687","SK","SVK","Slovakia (SLOVAK Republic)"
"520306688","520308735","GB","GBR","United Kingdom"
"520308736","520310783","DK","DNK","Denmark"
"520310784","520312831","DE","DEU","Germany"
"520312832","520314879","MK","MKD","Macedonia"
"520314880","520318975","NL","NLD","Netherlands"
"520318976","520323071","ES","ESP","Spain"
"520323072","520325119","CH","CHE","Switzerland"
"520325120","520327167","FR","FRA","France"
"520329216","520331263","EU","EU","European Union"
"520331264","520339455","IT","ITA","Italy"
"520339456","520343551","UA","UKR","Ukraine"
"520343552","520355839","GB","GBR","United Kingdom"
"520355840","520421375","ES","ESP","Spain"
"520421376","520486911","AT","AUT","Austria"
"520486912","520503295","NL","NLD","Netherlands"
